Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,53,,,Cpd 53: 998.1359 3.596,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,998.277,997.1216,2,,,20140404-212.d,3.967,,,2555,,,3,Negative,-1,-2,,998.1359,,997.1216,,80,3.596,,3.337,0.321,,,1,33,0.0121,0.02,95871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,54,,,Cpd 54: 982.1360 3.773,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,982.5904,981.126,2,,,20140404-212.d,4.216,,,27178,,,6,Negative,-1,-2,,982.136,,981.126,,93.8,3.773,,3.536,0.203,,,2,34,0.0088,0.11,595261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,55,,,Cpd 55: 1004.1231 3.780,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1004.378,1003.116,2,,,20140404-212.d,4.116,,,4893,,,3,Negative,-1,-2,,1004.1231,,1003.116,,99.7,3.78,,3.586,0.283,,,2,34,0.0011,0.03,140692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,56,,,Cpd 56: 1566.2018 4.051,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1566.9425,782.0936,1,,,20140404-212.d,4.332,,,7010,,,4,Negative,-2,-2,,1566.2018,,782.0936,,100,4.051,,3.851,0.235,,,9,35,,0.04,194657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,57,,,Cpd 57: 1594.1992 4.053,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1594.5999,796.0923,1,,,20140404-212.d,4.282,,,2292,,,2,Negative,-2,-2,,1594.1992,,796.0923,,80,4.053,,3.917,0.218,,,9,35,,0.01,49120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,58,,,Cpd 58: 1485.2526 4.053,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1485.6352,741.619,1,,,20140404-212.d,4.149,,,1080,,,2,Negative,-2,-2,,1485.2526,,741.619,,79.7,4.053,,3.934,0.141,,,9,35,,0,16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,59,,,Cpd 59: 1416.2286 4.054,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1416.9048,707.107,1,,,20140404-212.d,4.282,,,3170,,,3,Negative,-2,-2,,1416.2286,,707.107,,100,4.054,,3.884,0.212,,,9,35,,0.02,89585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,60,,,Cpd 60: 1588.1866 4.054,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1588.8205,793.086,1,,,20140404-212.d,4.216,,,2442,,,3,Negative,-2,-2,,1588.1866,,793.086,,100,4.054,,3.901,0.197,,,9,35,,0.01,57587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,61,,,Cpd 61: 1528.2538 4.060,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1528.9931,763.1197,2,,,20140404-212.d,4.564,,,131221,,,13,Negative,-2,-3,,1528.2538,,763.1197,,100,4.06,,3.785,0.261,,,9,35,0.0041,0.79,4382678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,62,,,Cpd 62: 1550.2339 4.061,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1550.9487,774.1098,2,,,20140404-212.d,4.431,,,25827,,,6,Negative,-1,-2,,1550.2339,,774.1098,,100,4.061,,3.801,0.257,,,9,35,0.006,0.15,830785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,63,,,Cpd 63: 1528.7400 4.061,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1529.4619,763.3627,1,,,20140404-212.d,4.232,,,2466,,,3,Negative,-2,-2,,1528.74,,763.3627,,100,4.061,,3.917,0.181,,,9,35,,0.01,67026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,64,,,Cpd 64: 1572.2157 4.062,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1572.9997,785.1006,1,,,20140404-212.d,4.348,,,7886,,,4,Negative,-2,-2,,1572.2157,,785.1006,,100,4.062,,3.868,0.233,,,9,35,,0.04,232693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,65,,,Cpd 65: 1285.1700 4.408,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1285.7732,641.5777,1,,,20140404-212.d,4.829,,,9462,,,4,Negative,-2,-2,,1285.17,,641.5777,,100,4.408,,3.984,0.359,,,2,36,,0.06,321747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,66,,,Cpd 66: 1307.1526 4.408,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1307.4745,652.569,1,,,20140404-212.d,4.597,,,2131,,,2,Negative,-2,-2,,1307.1526,,652.569,,76.3,4.408,,4.1,0.293,,,2,36,,0.01,52012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,67,,,Cpd 67: 1353.1466 4.703,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1353.4565,675.566,1,,,20140404-212.d,4.796,,,1240,,,2,Negative,-2,-2,,1353.1466,,675.566,,77.7,4.703,,4.597,0.127,,,3,37,,0,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,68,,,Cpd 68: 1309.1792 4.704,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1309.7709,653.5824,2,,,20140404-212.d,5.111,,,15116,,,5,Negative,-1,-2,,1309.1792,,653.5824,,100,4.704,,4.415,0.271,,,3,37,0.0022,0.08,453447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,69,,,Cpd 69: 1331.1628 4.708,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1331.6989,664.5741,1,,,20140404-212.d,4.929,,,3284,,,3,Negative,-2,-2,,1331.1628,,664.5741,,100,4.708,,4.514,0.223,,,3,37,,0.01,77722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,70,,,Cpd 70: 1280.1580 4.745,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1280.5012,639.0717,1,,,20140404-212.d,5.012,,,1802,,,2,Negative,-2,-2,,1280.158,,639.0717,,80,4.745,,4.548,0.263,,,1,38,,0.01,44776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,71,,,Cpd 71: 1556.2488 4.870,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1556.8205,777.1171,1,,,20140404-212.d,5.161,,,4677,,,3,Negative,-2,-2,,1556.2488,,777.1171,,100,4.87,,4.647,0.258,,,1,39,,0.02,125012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,72,,,Cpd 72: 1263.1719 5.030,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1263.6707,631.0742,1,,,20140404-212.d,5.261,,,1240,,,2,Negative,-2,-2,,1263.1719,,630.5787,,80,5.03,,4.796,0.286,,,1,40,,0.01,44398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,73,,,Cpd 73: 1325.1619 5.227,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1325.4683,661.5737,1,,,20140404-212.d,5.543,,,2696,,,2,Negative,-2,-2,,1325.1619,,661.5737,,80,5.227,,4.946,0.325,,,1,41,,0.01,66852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,74,,,Cpd 74: 1303.1802 5.254,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1303.6402,650.5829,2,,,20140404-212.d,5.825,,,12599,,,4,Negative,-1,-2,,1303.1802,,650.5829,,100,5.254,,4.829,0.471,,,1,42,0.0057,0.1,544073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,75,,,Cpd 75: 1057.0420 5.519,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1057.2725,1056.0347,1,,,20140404-212.d,5.675,,,3397,,,2,Negative,-1,-1,,1057.042,,1056.0347,,88.7,5.519,,5.377,0.179,,,1,43,,0.01,49995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,76,,,Cpd 76: 1327.1899 5.764,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1327.8484,662.5879,2,,,20140404-212.d,6.388,,,30263,,,8,Negative,-1,-2,,1327.1899,,662.5879,,100,5.764,,5.294,0.4,,,3,44,0.0026,0.26,1440185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,77,,,Cpd 77: 1349.1731 5.770,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1349.7303,673.5797,2,,,20140404-212.d,6.372,,,5204,,,5,Negative,-1,-2,,1349.1731,,673.5797,,80,5.77,,5.509,0.369,,,3,44,0.0044,0.04,243077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,78,,,Cpd 78: 1365.1373 5.781,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1365.4861,681.5614,1,,,20140404-212.d,5.957,,,1283,,,2,Negative,-2,-2,,1365.1373,,681.5614,,79.8,5.781,,5.576,0.246,,,3,44,,0.01,30327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,79,,,Cpd 79: 1371.1564 5.794,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1371.5279,684.5709,1,,,20140404-212.d,6.024,,,1962,,,2,Negative,-2,-2,,1371.1564,,684.5709,,73.3,5.794,,5.609,0.258,,,1,45,,0.01,44169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,80,,,Cpd 80: 1893.2213 6.476,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1893.9706,945.6034,1,,,20140404-212.d,6.687,,,2872,,,3,Negative,-2,-2,,1893.2213,,945.6034,,100,6.476,,6.306,0.226,,,7,46,,0.02,89420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,81,,,Cpd 81: 1871.2363 6.477,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1871.9757,934.6109,1,,,20140404-212.d,6.737,,,4643,,,3,Negative,-2,-2,,1871.2363,,934.6109,,100,6.477,,6.289,0.249,,,7,46,,0.03,158681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,82,,,Cpd 82: 1877.2529 6.483,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1878.1184,937.6192,1,,,20140404-212.d,6.803,,,7410,,,4,Negative,-2,-2,,1877.2529,,937.6192,,100,6.483,,6.256,0.277,,,7,46,,0.05,290789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,83,,,Cpd 83: 1899.2372 6.483,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1899.9521,948.6113,1,,,20140404-212.d,6.72,,,3509,,,3,Negative,-2,-2,,1899.2372,,948.6113,,100,6.483,,6.306,0.233,,,7,46,,0.02,111841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,84,,,Cpd 84: 1855.2732 6.484,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1856.1831,926.6293,1,,,20140404-212.d,6.853,,,23074,,,5,Negative,-2,-2,,1855.2732,,926.6293,,100,6.484,,6.223,0.291,,,7,46,,0.18,986253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,85,,,Cpd 85: 1833.2929 6.484,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1834.1939,915.639,3,,,20140404-212.d,7.068,,,110429,,,13,Negative,-1,-3,,1833.2929,,915.639,,99,6.484,,6.173,0.304,,,7,46,0.0052,0.9,4988197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,86,,,Cpd 86: 1833.8192 6.485,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1834.64,915.9023,1,,,20140404-212.d,6.67,,,2074,,,3,Negative,-2,-2,,1833.8192,,915.9023,,100,6.485,,6.322,0.207,,,7,46,,0.01,70026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,87,,,Cpd 87: 1355.1899 6.729,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1355.5653,676.5877,1,,,20140404-212.d,7.002,,,2052,,,2,Negative,-2,-2,,1355.1899,,676.5877,,80,6.729,,6.554,0.26,,,1,47,,0.01,53422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,88,,,Cpd 88: 1590.2081 6.753,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1590.9609,794.0968,1,,,20140404-212.d,7.002,,,3420,,,3,Negative,-2,-2,,1590.2081,,794.0968,,100,6.753,,6.438,0.268,,,1,48,,0.02,129175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,89,,,Cpd 89: 1591.2016 7.132,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1591.7878,794.5935,1,,,20140404-212.d,7.5,,,3709,,,3,Negative,-2,-2,,1591.2016,,794.5935,,100,7.132,,6.704,0.347,,,1,49,,0.03,142675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,90,,,Cpd 90: 1589.2230 7.283,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1589.581,793.6042,1,,,20140404-212.d,7.549,,,6570,,,2,Negative,-2,-2,,1589.223,,793.6042,,80,7.283,,7.019,0.277,,,1,50,,0.03,171289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,91,,,Cpd 91: 1636.2031 7.431,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1636.8538,817.0943,1,,,20140404-212.d,7.666,,,5426,,,3,Negative,-2,-2,,1636.2031,,817.0943,,100,7.431,,7.218,0.236,,,2,51,,0.03,161975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,92,,,Cpd 92: 1614.2106 7.431,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1614.973,806.0977,2,,,20140404-212.d,7.798,,,25864,,,8,Negative,-2,-3,,1614.2106,,806.0977,,80,7.431,,7.168,0.245,,,2,51,0.0197,0.16,875861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,93,,,Cpd 93: 1861.2861 7.472,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1862.0098,929.6358,1,,,20140404-212.d,7.682,,,2965,,,3,Negative,-2,-2,,1861.2861,,929.6358,,100,7.472,,7.284,0.217,,,2,52,,0.02,90903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,94,,,Cpd 94: 1569.1950 7.480,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1569.5731,783.5902,1,,,20140404-212.d,7.632,,,1567,,,2,Negative,-2,-2,,1569.195,,783.5902,,80,7.48,,7.301,0.212,,,2,52,,0.01,29827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,95,,,Cpd 95: 1608.2219 7.570,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1609.1745,803.1037,2,,,20140404-212.d,8.329,,,6725,,,5,Negative,-2,-3,,1608.2219,,803.1037,,80,7.57,,7.185,0.537,,,1,53,0.0001,0.07,388641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,96,,,Cpd 96: 1630.2032 7.630,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1631.0312,814.0943,1,,,20140404-212.d,8.03,,,1614,,,3,Negative,-2,-2,,1630.2032,,814.0943,,75.2,7.63,,7.367,0.334,,,1,54,,0.01,66890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,97,,,Cpd 97: 1648.2187 7.654,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1648.5989,823.1021,1,,,20140404-212.d,7.765,,,1394,,,2,Negative,-2,-2,,1648.2187,,823.1021,,78.8,7.654,,7.5,0.178,,,1,55,,0,22132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,98,,,Cpd 98: 1609.2113 7.901,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1609.7523,803.5983,2,,,20140404-212.d,8.346,,,7883,,,4,Negative,-2,-3,,1609.2113,,803.5983,,80,7.901,,7.433,0.413,,,1,56,0.0042,0.06,352528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,99,,,Cpd 99: 1670.1753 8.155,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1670.9335,834.0804,1,,,20140404-212.d,8.346,,,2166,,,3,Negative,-2,-2,,1670.1753,,834.0804,,100,8.155,,7.981,0.211,,,4,57,,0.01,61072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,100,,,Cpd 100: 1632.2301 8.159,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1632.9716,815.1077,3,,,20140404-212.d,8.694,,,62092,,,10,Negative,-1,-3,,1632.2301,,815.1077,,96.2,8.159,,7.798,0.35,,,4,57,0.0041,0.49,2721556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,101,,,Cpd 101: 1676.1928 8.162,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1676.8401,837.0891,1,,,20140404-212.d,8.462,,,4035,,,3,Negative,-2,-2,,1676.1928,,837.0891,,100,8.162,,7.931,0.285,,,4,57,,0.03,147564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,102,,,Cpd 102: 1654.2104 8.162,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1654.948,826.0979,1,,,20140404-212.d,8.561,,,12829,,,4,Negative,-2,-2,,1654.2104,,826.0979,,100,8.162,,7.865,0.32,,,4,57,,0.09,501539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,103,,,Cpd 103: 1642.2172 8.329,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1642.6441,820.1013,1,,,20140404-212.d,8.478,,,1726,,,2,Negative,-2,-2,,1642.2172,,820.1013,,80,8.329,,8.213,0.166,,,1,58,,0.01,31336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,104,,,Cpd 104: 2027.2912 8.954,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2028.1407,674.7565,1,,,20140404-212.d,9.175,,,1481,,,3,Negative,-3,-3,,2027.2912,,674.7565,,100,8.954,,8.793,0.229,,,1,59,,0.01,48836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,105,,,Cpd 105: 1660.2235 8.965,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1660.888,829.1045,1,,,20140404-212.d,9.241,,,3238,,,3,Negative,-2,-2,,1660.2235,,829.1045,,100,8.965,,8.76,0.256,,,6,60,,0.02,105276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,106,,,Cpd 106: 2177.2653 8.966,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2178.3114,1088.1199,1,,,20140404-212.d,9.125,,,3107,,,4,Negative,-2,-2,,2177.2653,,1087.6254,,100,8.966,,8.81,0.195,,,6,60,,0.02,116387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,107,,,Cpd 107: 2139.3149 8.969,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2140.3458,1068.6499,3,,,20140404-212.d,9.44,,,82174,,,15,Negative,-2,-4,,2139.3149,,1068.6499,,100,8.969,,8.694,0.274,,,6,60,0.0056,0.71,3908071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
,,,,,,,,,,,,,,,,,,,,,,108,,,Cpd 108: 2205.2594 8.971,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2206.0241,1101.6224,1,,,20140404-212.d,9.142,,,2748,,,3,Negative,-2,-2,,2205.2594,,1101.6224,,100,8.971,,8.81,0.198,,,6,60,,0.01,82465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140404-212,Sample,Instrument 1,P1-E1,,Success
