Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,54,,,Cpd 54: 708.0791,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,708.3247,707.0718,1,,,20140424-306.d,1.688,,,1650,,,2,Negative,-1,-1,,708.0791,,707.0718,,100,1.562,,1.489,0.125,,,2,13,,0,17626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,55,,,Cpd 55: 686.0986,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,686.3039,685.0913,1,,,20140424-306.d,1.705,,,2968,,,2,Negative,-1,-1,,686.0986,,685.0913,,100,1.579,,1.489,0.121,,,2,13,,0,28511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,56,,,Cpd 56: 1014.1072,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1014.3807,1013.0999,1,,,20140424-306.d,1.721,,,3011,,,2,Negative,-1,-1,,1014.1072,,1013.0999,,98.7,1.604,,1.505,0.137,,,2,14,,0.01,40590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,57,,,Cpd 57: 992.1246,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,992.573,991.1173,1,,,20140424-306.d,1.738,,,6537,,,3,Negative,-1,-1,,992.1246,,991.1173,,100,1.608,,1.505,0.123,,,2,14,,0.01,81903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,58,,,Cpd 58: 894.1572,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,894.585,893.1503,2,,,20140424-306.d,2.003,,,23388,,,7,Negative,-1,-2,,894.1572,,893.1503,,100,1.63,,1.439,0.233,,,2,15,0.002,0.09,593653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,59,,,Cpd 59: 916.1396,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,916.4318,915.1323,1,,,20140424-306.d,1.887,,,4120,,,2,Negative,-1,-1,,916.1396,,915.1323,,100,1.631,,1.456,0.252,,,2,15,,0.01,98416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,60,,,Cpd 60: 782.1296,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,782.3703,781.1225,2,,,20140424-306.d,1.821,,,2992,,,3,Negative,-1,-2,,782.1296,,781.1225,,100,1.652,,1.489,0.187,,,2,16,0.0027,0.01,53342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,61,,,Cpd 61: 1034.9953,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1035.3052,1033.988,1,,,20140424-306.d,2.036,,,10901,,,3,Negative,-1,-1,,1034.9953,,1033.988,,100,1.653,,1.34,0.351,,,2,16,,0.04,291589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,62,,,Cpd 62: 1199.1965,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1199.6833,598.5907,2,,,20140424-306.d,1.837,,,16362,,,6,Negative,-1,-2,,1199.1965,,598.5907,,100,1.687,,1.505,0.169,,,4,17,0.0021,0.06,381975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,63,,,Cpd 63: 363.0576,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,363.2232,362.0504,1,,,20140424-306.d,1.887,,,1969,,,2,Negative,-1,-1,,363.0576,,362.0504,,100,1.69,,1.456,0.236,,,4,17,,0.01,34355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,64,,,Cpd 64: 1221.1811,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1221.4004,609.5836,2,,,20140424-306.d,1.854,,,2460,,,3,Negative,-1,-2,,1221.1811,,609.5836,,80,1.699,,1.539,0.169,,,4,17,0.0013,0.01,60214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,65,,,Cpd 65: 651.0709,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,652.0742,652.081,1,,,20140424-306.d,1.821,,,1271,,,3,Negative,-1,-1,,651.0709,,650.0637,,100,1.701,,1.522,0.179,,,4,17,,0.01,39452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,66,,,Cpd 66: 1393.1971,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1393.6161,695.5913,1,,,20140424-306.d,1.804,,,1144,,,2,Negative,-2,-2,,1393.1971,,695.5913,,80,1.736,,1.638,0.107,,,3,18,,0,13547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,67,,,Cpd 67: 1505.2215,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1505.8711,751.6032,3,,,20140424-306.d,1.97,,,13074,,,7,Negative,-1,-3,,1505.2215,,751.6032,,80.8,1.738,,1.572,0.173,,,3,18,0.0044,0.04,296571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,68,,,Cpd 68: 1527.2045,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1527.838,762.595,1,,,20140424-306.d,1.87,,,2452,,,3,Negative,-2,-2,,1527.2045,,762.595,,100,1.755,,1.638,0.129,,,3,18,,0.01,40543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,69,,,Cpd 69: 1543.1680,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1543.5219,770.5767,1,,,20140424-306.d,1.887,,,1582,,,2,Negative,-2,-2,,1543.168,,770.5767,,76.2,1.776,,1.655,0.152,,,3,19,,0,21726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,70,,,Cpd 70: 1872.2520,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1872.9591,935.1187,1,,,20140424-306.d,1.904,,,2443,,,3,Negative,-2,-2,,1872.252,,935.1187,,100,1.777,,1.671,0.14,,,3,19,,0.01,47797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,71,,,Cpd 71: 1850.2681,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1851.0514,924.1272,2,,,20140424-306.d,2.003,,,9155,,,7,Negative,-2,-3,,1850.2681,,924.1272,,100,1.783,,1.622,0.175,,,3,19,0.0034,0.04,291377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,72,,,Cpd 72: 1888.2209,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1888.6545,943.1032,1,,,20140424-306.d,1.92,,,1489,,,2,Negative,-2,-2,,1888.2209,,943.1032,,78.6,1.825,,1.705,0.14,,,1,20,,0,25487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,73,,,Cpd 73: 310.0126,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,310.6522,309.0053,1,,,20140424-306.d,2.302,,,1310,,,3,Negative,-1,-1,,310.0126,,309.0053,,72.2,1.973,,1.721,0.361,,,1,21,,0.01,39466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,74,,,Cpd 74: 417.9914,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,418.4566,416.9841,1,,,20140424-306.d,2.517,,,2954,,,3,Negative,-1,-1,,417.9914,,416.9841,,97,1.994,,1.638,0.465,,,1,22,,0.02,106279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,75,,,Cpd 75: 1221.1784,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1221.6791,609.5818,2,,,20140424-306.d,2.302,,,5904,,,5,Negative,-1,-2,,1221.1784,,609.5818,,100,2.048,,1.638,0.221,,,5,23,0.0014,0.02,168181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,76,,,Cpd 76: 1199.1966,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1199.7443,598.5909,2,,,20140424-306.d,2.517,,,46995,,,7,Negative,-1,-2,,1199.1966,,598.5909,,100,2.051,,1.854,0.231,,,5,23,0.001,0.19,1269646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,77,,,Cpd 77: 1259.1252,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1259.3368,628.5551,2,,,20140424-306.d,2.202,,,2251,,,3,Negative,-1,-2,,1259.1252,,628.5551,,80,2.054,,1.92,0.158,,,5,23,0.0008,0.01,52998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,78,,,Cpd 78: 1237.1449,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1237.6045,617.5649,2,,,20140424-306.d,2.351,,,9563,,,5,Negative,-1,-2,,1237.1449,,617.5649,,100,2.054,,1.87,0.202,,,5,23,0.0019,0.04,246107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,79,,,Cpd 79: 1275.0894,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1275.4774,636.5374,1,,,20140424-306.d,2.185,,,1666,,,2,Negative,-2,-2,,1275.0894,,636.5374,,77.6,2.062,,1.953,0.149,,,5,23,,0,28327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,80,,,Cpd 80: 325.9896,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,326.0657,324.9824,1,,,20140424-306.d,2.666,,,9375,,,2,Negative,-1,-1,,325.9896,,324.9824,,79.5,2.114,,1.539,0.618,,,1,24,,0.06,385401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,81,,,Cpd 81: 388.0052,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,388.1477,386.9979,1,,,20140424-306.d,2.335,,,2323,,,2,Negative,-1,-1,,388.0052,,386.9979,,100,2.134,,1.97,0.202,,,2,25,,0,32286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,82,,,Cpd 82: 280.0234,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,280.1661,279.0161,1,,,20140424-306.d,2.318,,,2233,,,2,Negative,-1,-1,,280.0234,,279.0161,,99.3,2.138,,1.904,0.201,,,2,25,,0,32099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,83,,,Cpd 83: 1227.1890,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1227.5698,612.5872,1,,,20140424-306.d,2.285,,,1424,,,2,Negative,-2,-2,,1227.189,,612.5872,,80,2.156,,2.069,0.135,,,1,26,,0,20340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,84,,,Cpd 84: 1587.1355,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1587.4716,792.5605,1,,,20140424-306.d,2.766,,,1838,,,2,Negative,-2,-2,,1587.1355,,792.5605,,80,2.651,,2.517,0.164,,,9,27,,0,30694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,85,,,Cpd 85: 1603.0995,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1603.478,800.5425,1,,,20140424-306.d,2.783,,,1751,,,2,Negative,-2,-2,,1603.0995,,800.5425,,80,2.651,,2.534,0.151,,,9,27,,0,27411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,86,,,Cpd 86: 1581.1153,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1581.4875,789.5504,1,,,20140424-306.d,2.799,,,2029,,,2,Negative,-2,-2,,1581.1153,,789.5504,,80,2.652,,2.501,0.184,,,9,27,,0.01,38994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,87,,,Cpd 87: 1393.1928,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1393.8782,695.5891,1,,,20140424-306.d,2.865,,,3777,,,3,Negative,-2,-2,,1393.1928,,695.5891,,100,2.653,,2.484,0.204,,,9,27,,0.01,98105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,88,,,Cpd 88: 1565.1505,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1565.6929,781.5677,2,,,20140424-306.d,2.865,,,4639,,,4,Negative,-1,-2,,1565.1505,,781.5677,,87.5,2.653,,2.484,0.201,,,9,27,0.0079,0.02,109904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,89,,,Cpd 89: 1549.1882,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1549.8314,773.5868,1,,,20140424-306.d,2.832,,,2915,,,3,Negative,-2,-2,,1549.1882,,773.5868,,100,2.656,,2.517,0.177,,,9,27,,0.01,67060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,90,,,Cpd 90: 1505.2220,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1505.9139,751.6037,3,,,20140424-306.d,3.164,,,65918,,,11,Negative,-1,-3,,1505.222,,751.6037,,100,2.657,,2.418,0.24,,,9,27,0.0016,0.28,1925187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,91,,,Cpd 91: 1543.1715,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1543.9081,770.5785,1,,,20140424-306.d,2.965,,,11630,,,4,Negative,-2,-2,,1543.1715,,770.5785,,100,2.657,,2.434,0.236,,,9,27,,0.05,336259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,92,,,Cpd 92: 1527.2049,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1527.9306,762.5952,2,,,20140424-306.d,2.982,,,11804,,,5,Negative,-1,-2,,1527.2049,,762.5952,,100,2.657,,2.451,0.22,,,9,27,0.0012,0.05,313335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,93,,,Cpd 93: 1262.1395,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1263.0532,630.0625,1,,,20140424-306.d,3.065,,,1220,,,3,Negative,-2,-2,,1262.1395,,630.0625,,80,2.753,,2.55,0.304,,,1,28,,0,30367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,94,,,Cpd 94: 1533.2191,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1533.8879,765.6023,1,,,20140424-306.d,2.998,,,2524,,,3,Negative,-2,-2,,1533.2191,,765.6023,,100,2.789,,2.633,0.185,,,1,29,,0.01,57731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,95,,,Cpd 95: 1269.1671,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1269.6126,633.5763,1,,,20140424-306.d,2.948,,,845,,,2,Negative,-2,-2,,1269.1671,,633.5763,,80,2.83,,2.733,0.139,,,1,30,,0,14210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,96,,,Cpd 96: 1286.1532,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1287.1154,642.5797,1,,,20140424-306.d,3.197,,,1233,,,3,Negative,-2,-2,,1286.1532,,642.0693,,80,2.864,,2.65,0.304,,,1,31,,0.01,50611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,97,,,Cpd 97: 325.9896,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,326.0984,324.9823,1,,,20140424-306.d,3.811,,,5943,,,2,Negative,-1,-1,,325.9896,,324.9823,,86.3,2.888,,2.65,0.671,,,1,32,,0.03,210541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,98,,,Cpd 98: 1303.1726,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1304.068,651.0765,1,,,20140424-306.d,3.446,,,1389,,,3,Negative,-2,-2,,1303.1726,,650.579,,100,2.913,,2.716,0.384,,,1,33,,0.01,57117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,99,,,Cpd 99: 1970.1038,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1970.9559,984.0446,1,,,20140424-306.d,3.363,,,1529,,,3,Negative,-2,-2,,1970.1038,,984.0446,,81.5,3.125,,2.982,0.196,,,4,34,,0.01,41395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,100,,,Cpd 100: 1926.1631,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1926.8411,962.0743,1,,,20140424-306.d,3.33,,,3410,,,3,Negative,-2,-2,,1926.1631,,962.0743,,100,3.131,,2.982,0.199,,,4,34,,0.01,91111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,101,,,Cpd 101: 1948.1616,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1948.8857,973.0735,1,,,20140424-306.d,3.313,,,2977,,,3,Negative,-2,-2,,1948.1616,,973.0735,,100,3.134,,2.982,0.184,,,4,34,,0.01,78013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,102,,,Cpd 102: 1888.2139,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1889.1578,943.0997,2,,,20140424-306.d,3.496,,,17557,,,7,Negative,-2,-3,,1888.2139,,943.0997,,100,3.14,,2.948,0.241,,,4,34,0.0018,0.09,615148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,103,,,Cpd 103: 1910.1946,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1911.0501,954.09,1,,,20140424-306.d,3.429,,,9249,,,4,Negative,-2,-2,,1910.1946,,954.09,,100,3.147,,2.965,0.236,,,7,35,,0.05,318994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,104,,,Cpd 104: 1932.1773,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1932.9205,965.0814,1,,,20140424-306.d,3.396,,,4459,,,3,Negative,-2,-2,,1932.1773,,965.0814,,100,3.152,,2.982,0.228,,,7,35,,0.02,132200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,105,,,Cpd 105: 1850.2661,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1851.1461,924.1261,4,,,20140424-306.d,3.778,,,114510,,,19,Negative,-1,-4,,1850.2661,,924.1261,,100,3.154,,2.915,0.263,,,7,35,0.0035,0.7,4789743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,106,,,Cpd 106: 363.0571,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,363.2383,362.0498,1,,,20140424-306.d,3.413,,,1690,,,2,Negative,-1,-1,,363.0571,,362.0498,,100,3.155,,2.982,0.23,,,7,35,,0,26924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,107,,,Cpd 107: 1738.2348,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1739.1864,578.7378,1,,,20140424-306.d,3.313,,,1553,,,3,Negative,-3,-3,,1738.2348,,578.4043,,95.6,3.158,,3.015,0.177,,,7,35,,0.01,40921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,108,,,Cpd 108: 1872.2473,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1873.1529,935.1164,1,,,20140424-306.d,3.595,,,24569,,,5,Negative,-2,-2,,1872.2473,,935.1164,,100,3.158,,2.948,0.248,,,7,35,,0.12,847777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,109,,,Cpd 109: 1894.2294,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1895.0993,946.1074,1,,,20140424-306.d,3.429,,,6786,,,4,Negative,-2,-2,,1894.2294,,946.1074,,100,3.164,,2.982,0.234,,,7,35,,0.03,238561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
,,,,,,,,,,,,,,,,,,,,,,110,,,Cpd 110: 1954.1621,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1954.8412,976.0737,1,,,20140424-306.d,3.346,,,2112,,,3,Negative,-2,-2,,1954.1621,,976.0737,,100,3.176,,3.031,0.198,,,3,36,,0.01,52692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140424-306,Sample,Instrument 1,P1-F6,,Success
