Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (Bioconfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,AGILENTID,CAS,Compound ID,Name,Cpd,HMP,KEGG,Label,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Hits (DB),Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),Quality Score,RT,Saturated,Start,Width,Library,Score (Lib),Cpds/Group,Group,Std Dev,Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,FIs Conf.,FIs Conf. %,FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),Sample Name,Sample Type,Instrument Name,Position,User Name,IRM Calibration status
,,,,,,,,,,,,,,,,,,,,,,54,,,Cpd 54: 345.8827,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,346.0531,344.8754,1,,,20140429-382.d,1.513,,,2118,,,2,Negative,-1,-1,,345.8827,,344.8754,,73.7,1.389,,1.281,0.122,,,4,9,,0,19869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,55,,,Cpd 55: 337.8606,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,338.5947,336.8533,1,,,20140429-382.d,1.513,,,1693,,,3,Negative,-1,-1,,337.8606,,336.8533,,100,1.393,,1.181,0.181,,,4,9,,0.01,30308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,56,,,Cpd 56: 289.9364,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,290.5559,288.9291,1,,,20140429-382.d,1.529,,,1424,,,3,Negative,-1,-1,,289.9364,,288.9291,,92.6,1.401,,1.281,0.14,,,1,10,,0,19229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,57,,,Cpd 57: 983.9986,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,984.2292,982.9913,1,,,20140429-382.d,1.728,,,25430,,,3,Negative,-1,-1,,983.9986,,982.9913,,83.8,1.55,,1.413,0.136,,,1,11,,0.07,274611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,58,,,Cpd 58: 1034.9951,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1035.2125,1033.9879,1,,,20140429-382.d,2.558,,,29546,,,3,Negative,-1,-1,,1034.9951,,1033.9879,,82.6,1.651,,1.38,0.683,,,1,12,,0.23,982312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,59,,,Cpd 59: 347.0631,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,347.2038,346.0559,1,,,20140429-382.d,2.143,,,2386,,,2,Negative,-1,-1,,347.0631,,346.0559,,100,1.724,,1.563,0.325,,,1,13,,0.01,42167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,60,,,Cpd 60: 635.0780,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,635.2842,634.0707,1,,,20140429-382.d,2.16,,,3589,,,2,Negative,-1,-1,,635.078,,634.0707,,100,1.759,,1.563,0.316,,,2,14,,0.02,86946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,61,,,Cpd 61: 657.0589,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,657.2578,656.0516,1,,,20140429-382.d,2.06,,,1803,,,2,Negative,-1,-1,,657.0589,,656.0516,,100,1.765,,1.579,0.274,,,2,14,,0.01,33413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,62,,,Cpd 62: 319.9701,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,320.0626,318.9628,1,,,20140429-382.d,2.608,,,2386,,,2,Negative,-1,-1,,319.9701,,318.9628,,76.1,2.007,,1.612,0.666,,,1,15,,0.02,97373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,63,,,Cpd 63: 675.0704,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,675.2843,674.0631,1,,,20140429-382.d,2.458,,,3606,,,2,Negative,-1,-1,,675.0704,,674.0631,,100,2.021,,1.828,0.307,,,2,16,,0.02,82725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,64,,,Cpd 64: 653.0886,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,653.3886,652.0813,1,,,20140429-382.d,2.707,,,9609,,,3,Negative,-1,-1,,653.0886,,652.0813,,79.3,2.031,,1.646,0.395,,,2,16,,0.06,258086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,65,,,Cpd 65: 310.0128,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,310.8568,309.0056,1,,,20140429-382.d,2.674,,,1804,,,3,Negative,-1,-1,,310.0128,,309.0056,,83,2.191,,1.695,0.547,,,1,17,,0.03,105567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,66,,,Cpd 66: 964.1307,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,964.4501,963.1234,1,,,20140429-382.d,2.458,,,1932,,,2,Negative,-1,-1,,964.1307,,963.1234,,100,2.239,,2.044,0.228,,,1,18,,0.01,43452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,67,,,Cpd 67: 502.0607,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,502.1836,1003.1135,1,,,20140429-382.d,2.707,,,2091,,,3,Negative,-1,-1,,502.0607,,1003.1135,,99.7,2.466,,2.276,0.247,,,2,19,0.0013,0.02,94856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,68,,,Cpd 68: 982.1386,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,982.5708,981.1301,2,,,20140429-382.d,2.84,,,8575,,,6,Negative,-1,-2,,982.1386,,981.1301,,100,2.484,,2.226,0.224,,,2,19,0.0046,0.05,215549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,69,,,Cpd 69: 325.9900,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,326.1028,324.9827,1,,,20140429-382.d,4.034,,,4904,,,2,Negative,-1,-1,,325.99,,324.9827,,72.1,2.797,,1.778,1.262,,,1,20,,0.08,352265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,70,,,Cpd 70: 1285.1681,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1285.4699,641.5768,1,,,20140429-382.d,3.088,,,1776,,,2,Negative,-2,-2,,1285.1681,,641.5768,,80,2.878,,2.724,0.2,,,1,21,,0.01,31777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,71,,,Cpd 71: 375.9910,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,376.537,374.9838,1,,,20140429-382.d,3.337,,,949,,,3,Negative,-1,-1,,375.991,,374.9838,,88.9,2.924,,2.442,0.467,,,1,22,,0.01,34913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,72,,,Cpd 72: 1309.1763,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1309.8191,653.5809,1,,,20140429-382.d,3.254,,,7021,,,4,Negative,-2,-2,,1309.1763,,653.5809,,100,2.934,,2.558,0.238,,,3,23,,0.04,163999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,73,,,Cpd 73: 1347.1224,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1347.4763,672.5539,1,,,20140429-382.d,3.072,,,1355,,,2,Negative,-2,-2,,1347.1224,,672.5539,,78.8,2.939,,2.79,0.165,,,3,23,,0,20843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,74,,,Cpd 74: 1331.1635,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1331.4922,664.5745,1,,,20140429-382.d,3.205,,,1664,,,2,Negative,-2,-2,,1331.1635,,664.5745,,80,2.948,,2.79,0.227,,,3,23,,0.01,36209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,75,,,Cpd 75: 1303.1778,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1303.7009,650.5816,1,,,20140429-382.d,3.42,,,3058,,,3,Negative,-2,-2,,1303.1778,,650.5816,,100,3.004,,2.74,0.326,,,2,24,,0.02,84625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,76,,,Cpd 76: 1325.1569,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1325.5175,661.5712,1,,,20140429-382.d,3.122,,,856,,,2,Negative,-2,-2,,1325.1569,,661.5712,,74,3.005,,2.889,0.161,,,2,24,,0,10165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,77,,,Cpd 77: 1365.1356,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1365.7128,681.5605,1,,,20140429-382.d,3.387,,,2099,,,3,Negative,-2,-2,,1365.1356,,681.5605,,100,3.084,,2.939,0.242,,,4,25,,0.01,47415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,78,,,Cpd 78: 1387.1084,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1387.4856,692.5469,1,,,20140429-382.d,3.205,,,942,,,2,Negative,-2,-2,,1387.1084,,692.5469,,70.4,3.102,,2.989,0.14,,,4,25,,0,13371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,79,,,Cpd 79: 1349.1684,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1349.7028,673.5769,1,,,20140429-382.d,3.487,,,3578,,,3,Negative,-2,-2,,1349.1684,,673.5769,,100,3.102,,2.923,0.279,,,4,25,,0.02,90516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,80,,,Cpd 80: 1327.1868,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1327.7679,662.5861,2,,,20140429-382.d,3.735,,,15179,,,6,Negative,-1,-2,,1327.1868,,662.5861,,100,3.103,,2.889,0.334,,,4,25,0,0.12,488493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,81,,,Cpd 81: 1590.2110,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1590.9864,794.5927,1,,,20140429-382.d,3.802,,,1602,,,3,Negative,-2,-2,,1590.211,,794.0982,,100,3.567,,3.387,0.236,,,1,26,,0.01,56068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,82,,,Cpd 82: 1636.2013,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1636.8657,817.0934,1,,,20140429-382.d,4.167,,,2429,,,3,Negative,-2,-2,,1636.2013,,817.0934,,100,3.752,,3.569,0.304,,,3,27,,0.02,80882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,83,,,Cpd 83: 1614.2088,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1614.8978,806.097,2,,,20140429-382.d,4.117,,,12689,,,6,Negative,-2,-3,,1614.2088,,806.097,,80,3.752,,3.536,0.229,,,3,27,0.0101,0.09,383871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,84,,,Cpd 84: 1652.1663,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1652.5575,825.0759,1,,,20140429-382.d,3.885,,,1375,,,2,Negative,-2,-2,,1652.1663,,825.0759,,80,3.753,,3.619,0.17,,,3,27,,0.01,26814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,85,,,Cpd 85: 1609.2141,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1609.7984,803.5998,1,,,20140429-382.d,4.25,,,2648,,,3,Negative,-2,-2,,1609.2141,,803.5998,,100,3.843,,3.586,0.34,,,1,28,,0.02,97494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,86,,,Cpd 86: 1676.1894,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1676.5856,837.0874,1,,,20140429-382.d,4.183,,,1270,,,2,Negative,-2,-2,,1676.1894,,837.0874,,80,3.975,,3.802,0.223,,,3,29,,0.01,29018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,87,,,Cpd 87: 984.0000,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,984.2694,982.9927,1,,,20140429-382.d,4.167,,,10862,,,3,Negative,-1,-1,,984,,982.9927,,83,3.978,,3.785,0.186,,,3,29,,0.04,146653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,88,,,Cpd 88: 1670.1741,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1670.7555,834.0798,1,,,20140429-382.d,4.299,,,2237,,,3,Negative,-2,-2,,1670.1741,,834.0798,,100,3.979,,3.835,0.259,,,3,29,,0.01,57709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,89,,,Cpd 89: 1654.2072,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1655.0352,826.0963,1,,,20140429-382.d,4.366,,,4443,,,4,Negative,-2,-2,,1654.2072,,826.0963,,100,3.993,,3.769,0.293,,,2,30,,0.04,159507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,90,,,Cpd 90: 1632.2282,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1632.9478,815.1068,3,,,20140429-382.d,4.731,,,22020,,,9,Negative,-1,-3,,1632.2282,,815.1068,,80,4.005,,3.735,0.365,,,2,30,0.0024,0.22,926274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,91,,,Cpd 91: 1660.2240,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1660.6019,829.1047,1,,,20140429-382.d,4.697,,,1118,,,2,Negative,-2,-2,,1660.224,,829.1047,,80,4.468,,4.25,0.266,,,1,31,,0.01,30023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,92,,,Cpd 92: 1895.2472,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1896.1968,947.1145,1,,,20140429-382.d,5.129,,,1248,,,3,Negative,-2,-2,,1895.2472,,946.6163,,80,4.932,,4.731,0.221,,,1,32,,0.01,37657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,93,,,Cpd 93: 1913.2560,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1914.5828,956.1095,1,,,20140429-382.d,5.626,,,2635,,,4,Negative,-2,-2,,1913.256,,955.6207,,80,5.306,,5.079,0.332,,,1,33,,0.03,134838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,94,,,Cpd 94: 1919.2595,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1920.0725,958.6223,2,,,20140429-382.d,5.892,,,9606,,,6,Negative,-2,-3,,1919.2595,,958.6223,,100,5.44,,5.145,0.349,,,1,34,0.0074,0.11,471399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,95,,,Cpd 95: 1941.2477,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1941.9765,969.6166,1,,,20140429-382.d,6.008,,,2090,,,3,Negative,-2,-2,,1941.2477,,969.6166,,100,5.462,,5.245,0.437,,,1,35,,0.03,107885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,96,,,Cpd 96: 1959.2492,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1959.9464,978.6173,1,,,20140429-382.d,6.24,,,4530,,,3,Negative,-2,-2,,1959.2492,,978.6173,,87,5.796,,5.477,0.389,,,4,36,,0.05,222122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,97,,,Cpd 97: 1981.2297,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1981.9598,989.6076,1,,,20140429-382.d,6.008,,,1480,,,3,Negative,-2,-2,,1981.2297,,989.6076,,99.6,5.797,,5.576,0.269,,,4,36,,0.01,50340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,98,,,Cpd 98: 1975.2169,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1976.0572,986.6012,1,,,20140429-382.d,6.057,,,1539,,,3,Negative,-2,-2,,1975.2169,,986.6012,,100,5.801,,5.61,0.264,,,4,36,,0.01,60616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,99,,,Cpd 99: 1937.2687,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1938.0879,967.6272,2,,,20140429-382.d,6.489,,,19735,,,7,Negative,-2,-3,,1937.2687,,967.6272,,100,5.801,,5.361,0.441,,,4,36,0.0024,0.28,1182749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,100,,,Cpd 100: 2224.2968,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2225.3316,1111.1414,3,,,20140429-382.d,8.247,,,12305,,,12,Negative,-2,-4,,2224.2968,,1111.1414,,100,7.772,,7.467,0.327,,,1,37,0.0039,0.17,724746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,101,,,Cpd 101: 1123.6433,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,1123.8491,1122.636,1,,,20140429-382.d,8.164,,,2362,,,2,Negative,-1,-1,,1123.6433,,1122.636,,87.7,7.804,,7.567,0.35,,,1,38,,0.01,59493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,102,,,Cpd 102: 2286.2718,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2287.2184,1142.1286,1,,,20140429-382.d,8.33,,,2540,,,4,Negative,-2,-2,,2286.2718,,1142.1286,,100,8.019,,7.782,0.312,,,4,39,,0.03,111455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,103,,,Cpd 103: 2264.2872,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2265.3142,1131.1363,1,,,20140429-382.d,8.429,,,6224,,,4,Negative,-2,-2,,2264.2872,,1131.1363,,100,8.024,,7.716,0.344,,,4,39,,0.09,360808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,104,,,Cpd 104: 2242.3085,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2243.3722,1120.1467,3,,,20140429-382.d,8.695,,,29321,,,14,Negative,-2,-4,,2242.3085,,1120.1467,,100,8.025,,7.583,0.369,,,4,39,0.004,0.47,1986739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,105,,,Cpd 105: 2280.2558,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2281.1075,1139.1206,1,,,20140429-382.d,8.247,,,1522,,,3,Negative,-2,-2,,2280.2558,,1139.1206,,100,8.03,,7.849,0.25,,,4,39,,0.02,64475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,106,,,Cpd 106: 2270.2928,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2271.105,1134.1391,1,,,20140429-382.d,8.927,,,1493,,,3,Negative,-2,-2,,2270.2928,,1134.1391,,100,8.71,,8.512,0.229,,,1,40,,0.01,50780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,107,,,Cpd 107: 391.2140,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,391.4061,390.2068,1,,,20140429-382.d,9.574,,,935,,,2,Negative,-1,-1,,391.214,,390.2068,,75.9,9.045,,8.562,0.556,,,1,41,,0.01,31046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,108,,,Cpd 108: 2588.3469,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2589.0878,1293.1659,2,,,20140429-382.d,10.171,,,1354,,,5,Negative,-2,-3,,2588.3469,,1293.1659,,80,9.936,,9.59,0.284,,,1,42,0.0017,0.02,70550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,109,,,Cpd 109: 2553.3486,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2554.4746,1275.6668,3,,,20140429-382.d,10.552,,,7024,,,12,Negative,-2,-4,,2553.3486,,1275.6668,,100,10.159,,9.922,0.286,,,1,43,0.0021,0.11,480150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
,,,,,,,,,,,,,,,,,,,,,,110,,,Cpd 110: 2576.3424,,,,,,,,,,,,,,,,,,,,,,,,,Find by Molecular Feature,,2576.717,1287.1639,1,,,20140429-382.d,10.502,,,1741,,,2,Negative,-2,-2,,2576.3424,,1287.1639,,80,10.198,,10.005,0.283,,,1,44,,0.01,51815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140429-382,Sample,Instrument 1,P1-E2,,Success
